ItemCode,ItemName,U_Codigo_Secundario,FrgnName,Estado,ItemType,ItemType_Significado,ItmsGrpCod,ItmsGrpCod_Nombre,UgpEntry,InvntItem,InvntItem_Significado,SellItem,SellItem_Significado,PrchseItem,PrchseItem_Significado,PriceUnit,WTLiable,WTLiable_Significado,IndirctTax,IndirctTax_Significado,ItemClass,MngMethod,MngMethod_Significado,TaxCodeAR,GLMethod,GLMethod_Significado,EvalSystem,EvalSystem_Significado,IWeight1,InvntryUom,InvntryUom_Nombre,DfltWH,DfltWH_NombreAlmacén,PlaningSys,PlaningSys_Significado,PricingPrc,LeadTime,ToleranDay,QryGroup1,QryGroup1_Significado,QryGroup2,QryGroup2_Significado,U_beas_gruppe,U_beas_prccode,U_beas_prodrelease,U_beas_prodrelease_Significado,U_beas_batchroh,U_beas_batchroh_Significado,PicturName,U_beas_dispo,U_EMPA_ESPESOR,U_EMPA_DESIDAD,U_EMPA_ANCHO,U_PLG_CICLE,U_EMPA_CARACTERISTICA_TIPO,U_EMPA_CARACTERISTICA_MP,ItemCode_Obsolete,ItemName_Valid,Needs_I_D_Review,LotNumber,ManageBy,PicturName_Valid,Needs_Design_Graphics_Review
PTLAMI0222,LAMINA PEBD 33 CM X 90 MC BLANCA NEGRA GRAN LECHE 1000 CC ROJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0223,LAMINA PEBD 33 CM X 80 MC BLANCA NEGRA GRAN LECHE 1000 CC NARANJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0224,LAMINA PEBD 8 CM X 70 MC TRANSPARENTE RICO LOCKIS 80 ML FRESA,,LAMINA PEBD 8 CM X 70 MC TRANSPARENTE RICO LOCKIS 80 ML FRESA (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,70.0,920.0,50.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0225,LAMINA PEBD 8 CM X 70 MC TRANSPARENTE  RICO LOCKIS 80 ML PIÑA,,LAMINA PEBD 8 CM X 70 MC TRANSPARENTE  RICO LOCKIS 80 ML PIÑA (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,70.0,920.0,50.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0226,LAMINA PEBD 34 CM X 80 MC TRANSPARENTE 3 CHANCHITOS 1 LIBRA TODO USO,D5050022032,POLIET 3 CHANCHITOS TODO USO 1,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,70.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0227,LAMINA PEBD 8 CM X 65 MC BLANCA BOLO BON YOGURT FRESA 50 ML,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,70.0,920.0,50.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0228,LAMINA PEBD 8 CM X 70 MC BLANCA BOLO BON YOGURT MORA 50 ML,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,70.0,920.0,50.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0234,"LAMINA PEBD 32,7 CM X 95 MC AMARILLO/BLANCO P.ORO 1 LITRO COSTA",D5020138032,POLIET PALMA DE ORO 1 LITRO COSTA,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0235,"LAMINA PEBD 32,7 CM X 95 MC TRANSPARENTE PALMA DE ORO 1LT SIERRA",D5020139032,POLIET PALMA DE ORO 1X12 $1.70,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0241,LAMINA PEBD BLANCA PROMOCIONAL DETERGENTE AS,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0247,LAMINA POLIOLEFINA JABON LIDER  250 G. EXPORTACION,D5090006032,POLIOLEFINA LIDER EXPORT 250G,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,POLIOLEFINA,False,False,True,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0248,LAMINA POLIOLEFINA JABON LIDER  200 G.,D5090007032,POLIOLEFINA LIDER EXPORT 200G,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,POLIOLEFINA,False,False,True,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0250,LAMINA PEBD 32.5 CM X 90 MC BLANCO/NEGRO LECHE AZUL PROALIM 1000 CC,,LAMINA PEBD 32.5 CM X 90 MC BLANCO/NEGRO LECHE AZUL PROALIM 1000 CC (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,67.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0251,LAMINA PEBD 32.5 CM X 90 MC BLANCO/NEGRO LECHE ROJA PROALIM 1000 CC,,LAMINA PEBD 32.5 CM X 90 MC BLANCO/NEGRO LECHE ROJA PROALIM 1000 CC (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0252,LAMINA PEBD 32.5 CM X 80 MC BLANCO/NEGRO LECHE NARANJA PROALIM 1000 CC,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,67.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0253,"LAMINA PEBD 32,5 CM X 80 MC BLANCA  YOGURT LA VICTORIA FRESA",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0254,"LAMINA PEBD 32,5 CM X 80 MC BLANCA  YOGURT LA VICTORIA MORA",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0255,"LAMINA PEBD 32,5 CM X 80 MC BLANCA  YOGURT PROALIM FRESA",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0256,"LAMINA PEBD 32,5 CM X 80 MC BLANCA  YOGURT PROALIM DURAZNO",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0257,LAMINA PEBD 34 CM X 80 MC BLAN/NEG LECHE LA VACA 1 LT,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0258,"LAMINA PEBD 8,7 CM X 80 MC TRANSPARENTE REFRESCO PROALIM 100 ML.",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0259,"LAMINA PEBD 32,5 CM X 90 MC BLAN/NEG  LA AVELINA 1 LT",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0260,"LAMINA PEBD 32,5 CM X 80 MC BLAN/NEG  LA AVELINA 500 CC",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,67.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0261,"LAMINA PEBD 32,5 CM X 80 MC BLAN/NEG  LECHE RIKA 1 LT",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0262,LAMINA PEBD 33 CM X 80 MC BLAN/NEG  BEBIDA LACTEA CAMPO FINO 1 LT,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0263,LAMINA PEBD 32.5 CM X 80 MC BLANCO/NEGRO LECHE AMALAC 1 LT,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0264,LAMINA PEBD 32.5 CM X 80 MC TRANS/ BEBIBLE NARANJADA FRESQUITO LIBERLAC.,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0265,LAMINA PEBD 33 CM X 80 MC BLANCO/NEGRO LECHE ENTERA PURELAC 1000 CC,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0266,LAMINA PEBD 33 CM X 80 MC BLANCO/NEGRO BEBIDA LA QUINTA PURELAC 1000 CC,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0269,LAMINA PEBD 34  CM X 80 MC TRANSPARENTE  MARGARINA INDUSTRIAL 1LIBRA,D0270033032,POLIET MARGARINA INDU. 1 LIBRA,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,80.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0273,"LAMINA PEBD 32,7 CM X 95 MC  BLANCA 3 CHANCHITOS  1 KG",D0250025032,POLIETILENO DANFAT FRI 1333,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0275,"LAMINA PEBD 32,7 CM X 95 MC TRANSPARENTE P.ORO  900 ML $ 1.50",D5020074032,POLIET PALMA ORO 1 ANTIDERRA C,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0276,"LAMINA PEBD 32,5 CM X 90 MC BLANCO/NEGRO  TANILACT BEBIDA 1 LT ROJA",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0277,"LAMINA PEBD 32,5 CM X 90 MC  BLANCO/NEGRO  TANILACT ENTERA 1 LT ROJA",,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0278,LAMINA PEBD 32 CM X 80 MC BLANCO/ NEGRO   TANILACT BEBIDA 250 ML ROJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
