atributo,valor,conteo
ItemName,"LAMINA PEBD 32,5 CM X 80 MC TRANSPARENTE PROALIN REFRESCO SABORES 100 ML",1
ItemName,"LAMINA PEBD 32,5CM X 80 MC B/B YOGURT LA VICTORIA DURAZNO 100 ML",1
ItemName,"LAMINA PEBD 32,5CM X 80 MC B/B YOGURT LA VICTORIA FRESA 100 ML",1
ItemName,"LAMINA PEBD 32,5CM X 80 MC B/B YOGURT LA VICTORIA MORA 100 ML",1
ItemName,LAMINA PEBD 32.5 CM X 80 MC TRANSPARENTE  GELATINA GELAVIC SABOR FRESA,1
ItemName,LAMINA PEBD 32.5 CM X 80 MC TRANSPARENTE  GELATINA GELAVIC SABOR UVA,1
ItemName,LAMINA PEBD 33 CM X 85 MC TRANSPARENTE GELATINA PARAISO SABOR FRESA,1
ItemName,LAMINA PEBD 33 CM X 85 MC TRANSPARENTE GELATINA PARAISO SABOR UVA,1
ItemName,LAMINA PEBD 32 CM X 80 MC TRANSPARENTE  REFRESCO SAN PABLO VARIOS SABORES,1
ItemName,LAMINA PEBD 33.7 CM X 125 MC AMARILLA/BLANCA ACEITE SUPERMAXI 1 LT AUTO SELLABLE,1
ItemName,LAMINA PEBD 33 CM X 80 MC TRANSPARENTE AGUA EMAPA,1
ItemName,LAMINA PEBD 33 CM X 80 MC TRANSPARENTE TANILACT COLA FRESA 200 ML,1
ItemName,LAMINA PEBD 33 CM X 80 MC TRANSAPRENTE TANILACT COLA LIMON 200 ML,1
ItemName,LAMINA PEBD 33 CM X80 MC TRANSPARENTE TANILACT COLA PIÑA 200 ML,1
ItemName,LAMINA PEBD 32 CM X 80 MC BLANCA TANILACT YOGURT FRESA 1 LTRO,1
ItemName,LAMINA PEBD 32 CM X 80 MC BLANCA TANILACT YOGURT MORA 1 LTRO,1
ItemName,LAMINA PEBD 32CM X 80 MC BLANCA TANILACT YOGURT DURAZNO 1 LT,1
ItemName,"LAMINA PEBD 32,5 CM X 80 MC BLANCO/NEGRO BEBIDA LEVIT ROJA  1 LTR",1
ItemName,LAMINA PEBD 38 CM X 65 CM COLOR,1
ItemName,LAMINA PEBD 32.5 CM X80 MC TRANSPARENTE PROALIN REFRESCO SABOR FRESA,1
ItemName,LAMINA PEBD 80 CM X 55 MC TRANSPARENTE SIN IMPRESION,1
ItemName,LAMINA PEBD 68 CM X 55 MC TRANSPARENTE SIN IMPRESION,1
ItemName,LAMINA PEBD 32.5 CM X 80 MC TRANSPARENTE CAMPO FINO REFRESCO FRESA 175 ML,1
ItemName,LAMINA PEBD 32 CM X 80 MC BLAN/NEG LECHE LA SERRANITA 1000 ML,1
ItemName,"LAMINA PEBD 32,7 CM X 95 MC BLAN/BLAN LA MUÑECA 900 ML",1
ItemName,LAMINA PEBD 56 X 90 MC BLANCA/NEGRO  SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 54 X 120 MC TRANSPARENTE AGUA SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 53 X 55 MC BLANCA/BLANCA FAJILLA SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 68 X 80 MC BLANCA/BLANCA  SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 68 X 80 MC BLANCA/NEGRO LECHE SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 68 X 80 MC TRANSPARENTE AGUA SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 54 X 90 MC BLANCA/NEGRO SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 67 X 80 MC BLANCA/NEGRO LECHE VARIOS SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 67 X 80 MC TRANSPARENTE AGUA VARIOS SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD  67.5 X 95 MC TRANSPARENTE PALMA DE ORO SIN IMPRESIÓN  7 CAPAS,1
ItemName,LAMINA PEBD 67.5 X 95 MC  BLANCA/BLANCA MANTECA SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 67 X 80 MC BLANCA LECHE VARIOS SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 50  X 70 MC TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,"LAMINA PEBD 67,5 X 125 MC BLANCA/NEGRO SIN IMPRESIÓN 7 CAPAS",1
ItemName,"LAMINA PEBD 67,5  X 125 MC AMAR/BLANC PALMA DE ORO SIN IMPRESIÓN 7 CAPAS",1
ItemName,"LAMINA PEBD 67,5  X 125 MC TRANSPARENTE PALMA DE ORO  SIN IMPRESIÓN 7 CAPAS",1
ItemName,LAMINA PEBD 70  X 80 MC BLANCO/NEGRO SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 66  X 90 MC BLANCO/NEGRO SIN IMPRESIÓN7 CAPAS,1
ItemName,"LAMINA PEBD 69,5  X 125 MC AMARILLO/BLANCO SIN IMPRESIÓN 7 CAPAS",1
ItemName,"LAMINA PEBD 69,5  X 125 MC TRANSPARENTE SIN IMPRESIÓN 7 CAPAS",1
ItemName,LAMINA PEBD 67  X 70 MC BLANCO/BLANCO SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 36  X 80 MC TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 53 X 80 MC TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,"LAMINA PEBD 69,5 X 125 MC BLANCA/BLANCA  SIN IMPRESIÓN 7 CAPAS",1
ItemName,LAMINA PEBD 67.5 X 95 MC AMA/BLAN P.ORO SIN / IMPRE  7 CAPAS,1
ItemName,LAMINA PEBD 80  X 55 MC TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 68  X 55 MC TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA CAST 82 CM X 45 UM,1
ItemName,LAMINA CAST 74 CM X 45 UM,1
ItemName,"LAMINA PEBD 32,5 CM X 80 MC BLANCA  YOGURT PROALIM MORA",1
ItemName,"LAMINA PEBD 32,5 CM X80 UM BLANCA YOGURT PROALIN  MORA 100 Y 200 ML",1
ItemName,LAMINA PEBD 50 X 70 MC BLANCO/BLANCO SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 33 CM X 80 MC BLANCO/BLANCO YOGURT AMALAC FRUTILLA 100 GR,1
ItemName,LAMINA PEBD 33 CM X 80 MC BLANCO/BLANCO YOGURT AMALAC MORA 100 GR,1
ItemName,LAMINA PEBD 54 X 80 MC BLANCO/BLANCO SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 37 X 90 MC BLANCO/NEGRO SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 64 X 80 MC TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 31 CM X 80 MC BLANCA/NEGRA  YOGURT MARIBELLA MORA 900 G,1
ItemName,LAMINA PEBD 31 CM X 80 MC BLANCA/NEGRA  YOGURT MARIBELLA DURAZNO 900 G,1
ItemName,LAMINA PEBD 31 CM X 80 MC BLANCA/NEGRA  YOGURT MARIBELLA FRESA 900 G,1
ItemName,LAMINA PEBD 31CM X 80 MC BLANCA/NEGRA  BEBIDA  AVENA MARIBELLA MARACUYA Y CANELA 90 G,1
ItemName,LAMINA PEBD 33 CM X 80 MC TRANSPARENTE AGUA DAYUMA,1
ItemName,LAMINA PEBD 32 CM X 80 MC  BLANCO/NEGRO  TANILACT ENTERA ROJA 250 ML,1
ItemName,"LAMINA PEBD 32,7 CM X 95 MC AMAR/BLAN PALMA DE ORO  $ 1,00 600 ML  M06A18",1
ItemName,"LAMINA PEBD 32,7 CM X 95 MC AMAR/BLAN PALMA DE ORO  $ 0,25 150 ML  M06A18",1
ItemName,"LAMINA PEBD 32,7 CM X 95 MC AMAR/BLAN PALMA DE ORO  $ 0,50 300 ML  M06A18",1
ItemName,LAMINA PEBD 33 CM X 80 MC BLANCA/BLANCA YOGURT LA AVELINA FRESA 100 ML,1
ItemName,LAMINA PEBD 33 CM X 80 MC BLANCA/BLANCA YOGURT LA AVELINA MORA 100 ML,1
ItemName,LAMINA PEBD 33 CM X 80 MC BLANCA/BLANCA YOGURT LA AVELINA DURAZNO 100 ML,1
ItemName,LAMINA PEBD 32.5 CM X 90 MC BLANCA/NEGRO LECHE PROALIM 900 ML ROJA,1
ItemName,LAMINA PEBD 32.5 CM X 80 MC BLANCA/NEGRO LECHE PROALIM 1000 ML CELESTE,1
ItemName,LAMINA PEBD 31.5 CM X 80 MC BLANCA/NEGRO BEBIDA LA CLEMENTINA 1000 ML,1
ItemName,LAMINA PEBD 82 CM X 60 MC TRANSPARENTE TERMOENCOGIBLE,1
ItemName,LAMINA PEBD 40 CM X 60 MC TRANSPARENTE TERMOENCOGIBLE,1
ItemName,LAMINA PEBD 71 CM X 60 MC BLANCA/BLANCA SIN IMPRESIÓN,1
ItemName,LAMINA PEBD 32.7 CM X 95MC BLANCA/BLANCA 3 CHANCHITOS $1 600 G,1
ItemName,"LAMINA PEBD 32.7 CM X 95MC BLAN 3 CHANCHITOS $0,25 150 G",1
ItemName,LAMINA PEBD MUESTRAS CLIENTES,1
ItemName,LAMINA PEBD 53 X 55 MC BLANCA/BLANCA FAJILLA SIN IMPRESIÓN,1
ItemName,LAMINA PEBD 64 X 80 MC TRANSPARENTE,1
ItemName,LAMINA PEBD 76 X 50 MC TRANSPARENTE,1
ItemName,LAMINA PEBD 50 X 70 MC BLANCO/NEGRO,1
ItemName,LAMINA PEBD 37 CM X 50 MC TRANSPARENTE CHOCHOS CON SAL 250 G,1
ItemName,LAMINA PEBD 33 CM X 80 MC BLANCA/NEGRA BEBIDA PROLECHE,1
ItemName,LAMINA BOPP 34 CM X 17 MC METALIZADO,1
ItemName,LAMINA BOPP 34 CM X 17 MC METALIZADO LA CAMPIÑA ROJO 1 LT,1
ItemName,BILAMINADO PEBD 34 CM X 80 MC BLANCO/BLANCO MAS BOPP  METALIZADO LA CAMPIÑA 1 LT,1
ItemName,LAMINA PEBD 86 X 60 MC TRANSPARENTE,1
ItemName,LAMINA PEBD 42 CM X 60 MC TRANSPARENTE CHOCHOS CON SAL 500 G,1
ItemName,LAMINA PEBD 95 CM X 80 MC BLANCA/NEGRA SIN IMPRESION,1
ItemName,LAMINA PEBD 32 CM X 80 MC TRANSPARENTE REFRESCO LATINA SABOR A COLA 150 ML,1
ItemName,LAMINA PEBD  31 CM X 80 MC BLANCA/BLANCA  YOGURT MARIBELLA FRESA 90G,1
ItemName,LAMINA PEBD  31 CM X 80 MC BLANCA/BLANCA YOGURT MARIBELLA DURAZNO 90G,1
ItemName,LAMINA PEBD  31 CM X 80 MC BLANCA/BLANCA YOGURT MARIBELLA MORA 90G,1
ItemName,LAMINA PEBD 32.5 CM X 80 MC TRANSPARENTE CAMPO FINO REFRESCO LIMON 175 ML,1
ItemName,LAMINA PEBD 32.5 CM X 80 MC TRANSPARENTE CAMPO FINO REFRESCO NARANJA 175 ML,1
ItemName,LAMINA PEBD 8 CM X 70 MC BLANCA/NEGRA BEBIDA DE YOGURT YOGUS GUANABANA 45 G,1
ItemName,LAMINA PEBD 8 CM X 70 MC BLANCA/NEGRA BEBIDA DE YOGURT YOGUS FRESA 45 G,1
ItemName,LAMINA PEBD 8 CM X 70 MC BLANCA/NEGRA BEBIDA DE YOGURT YOGUS MORA 45 G,1
ItemName,LAMINA PEBD 8 CM X 70 MC BLANCA/NEGRA BEBIDA DE YOGURT YOGUS DURAZNO 45 G,1
ItemName,LAMINA PEBD 37 X 80 MC BLANCA/NEGRO CLORO SIN IMPRESION,1
ItemName,"LAMINA POLIOLEFINA 16,2 CM X 19 MC JABON TOP COMBI 230 G.",1
ItemName,LAMINA PEBD 32 CM X 80 MC TRANSPARENTE  REFRESCO LATINA NARANJA 150 ML,1
ItemName,LAMINA PEBD 68 X 85 MC BLANCA/BLANCA SIN IMPRESION,1
ItemName,LAMINA PEBD  33 CM X 80 MC BLANCA/BLANCA YOGURT MONTE VERDE FRESA 100 G,1
ItemName,LAMINA CAST 36 CM X 45 MC TRANSPARENTE  CHOCHOS NEVALL 100  G,1
ItemName,LAMINA PEBD 33 CM x 80 MC BLANCA/BLANCA YOGURT AMILAC DURAZNO 50 G Y 100 G,1
ItemName,LAMINA PEBD 33 CM x 80 MC BLANCA/BLANCA YOGURT AMILAC MORA 50 G Y 100 G,1
ItemName,LAMINA PEBD 33 CM x 80 MC BLANCA/BLANCA YOGURT AMILAC FRESA 50 G Y 100 G,1
ItemName,LAMINA PEBD 32 CM X 80 MC BLANCA/BLANCA YOGURT RIKOS  FRUTILLA 90 ML,1
ItemName,LAMINA PEBD 32 CM X 80 MC TRANSPARENTE  REFRESCO LATINA LIMON 150 ML,1
ItemName,LAMINA BOPP 34 CM X 17 MC METALIZADO LA CAMPIÑA VERDE 1 LT,1
ItemName,LAMINA PEBD 71 X 125 MC BLANCA/NEGRO SIN IMPRESION,1
ItemName,LAMINA PEBD 33 CM X 80 MC BLANCA/BLANCA YOGURT MONTEVERDE MORA,1
ItemName,"LAMINA PEBD 32,7 CM X 125 MC BLANCO/NEGRO DESINFECTANTE SANSON MANZANA 150 ML $0.25",1
ItemName,"LAMINA PEBD 32,7 CM X 125 MC BLANCO/NEGRO DESINFECTANTE SANSON LAVANDA 300 ML $0.50",1
ItemName,"LAMINA PEBD 34,5 CM X 125 MC BLANCO/NEGRO DESINFECTANTE SANSON MANZANA 300 ML $0.50",1
ItemName,"LAMINA PEBD 32,7 CM X 125 MC BLANCO/NEGRO DESINFECTANTE SANSON LAVANDA 150 ML $0.25",1
ItemName,LAMINA PEBD BLANCO/BLANCO 102 CM X 80 UM SIN IMPRESION,1
ItemName,LAMINA BLANCO /BLANCO 100 CM X 80UM BANDERA MOVIMIENTO RUMIÑAHUI GABY SUBIA,1
ItemName,LAMINA BLANCO /BLANCO 30 CM X 80UM BANDERA MOVIMIENTO RUMIÑAHUI GABY SUBIA,1
ItemName,LAMINA BLANCO /BLANCO 70 CM X 80UM BANDERA MOVIMIENTO RUMIÑAHUI GABY SUBIA,1
ItemName,LAMINA PEBD BLANCO/BLANCO 33CM X 80 UM YOGURT LA CLEMENTINA FRESA 100G,1
ItemName,LAMINA PEBD BLANCO/BLANCO 33CM X 80 UM YOGURT LA CLEMENTINA MORA 100G,1
ItemName,LAMINA PEBD BLANCO/BLANCO 33CM X 80 UM YOGURT LA CLEMENTINA DURAZNO 100G,1
ItemName,LAMINA PEBD TRANSPARENTE 31 CM X 80UM 3.2 MARIBELLA  YOG 160 ML,1
ItemName,LAMINA PEBD TRANSPARENTE 31 CM X 80UM 4.0 MARIBELLA  YOG 85 G,1
ItemName,LAMINA PEBD BLANCO / BLANCO 70 CM X 70 UM,1
ItemName,"LAMINA PEBD BLANCO/NEGRO 32,5 CM X 80 UM BEBIDA LATINA 1 LITRO",1
ItemName,"LAMINA PEBD 32.7 CM X 95 MC BLAN 3 CHANCHITOS $0,50  300 GR",1
ItemName,LAMINA PEBD 66 CM X 90 MC BLANCO/NEGRO CON AFFINITY SIN IMPRESIÓN,1
ItemName,"LAMINA PEBD 32,7 CM X 55 MC TRANSPARENTE DETERGENTE AS MANZANA 90 GR",1
ItemName,"LAMINA PEBD 32,7 CM X 55 MC TRANSPARENTE DETERGENTE AS CANELA 90 GR.",1
ItemName,LAMINA PEBD 39 CM X 55 MC TRANSPARENTE DETERGENTE AS MANZANA 375 GR.,1
ItemName,LAMINA PEBD 34 CM X 55 MC TRANSPARENTE DETERGENTE AS CANELA 375 GR.,1
ItemName,"LAMINA PEBD 32,7 CM X 55 MC TRANSPARENTE DETERGENTE AS MANZANA 180 GR.",1
ItemName,"LAMINA PEBD 32,7 CM X 55 MC TRANSPARENTE DETERGENTE AS CANELA 180 GR.",1
ItemName,"LAMINA PEBD TRANSPARENTE 8,5 CM X 80 UM REFRESCO LATINA FRESA 80ML",1
ItemName,"LAMINA PEBD TRANSPARENTE 8,5 CM X 80 UM REFRESCO LATINA NARANJA 80ML",1
ItemName,"LAMINA PEBD TRANSPARENTE 8,5 CM X 80 UM REFRESCO LATINA LIMON 80ML",1
ItemName,LAMINA PEBD BLANCO/BLANCO 51CM X 80CM BANDERIN FERNANDO SALAZAR,1
ItemName,LAMINA PEBD BANDERIN FERNANDO SALAZAR,1
ItemName,LÁMINA PEBD 16 CM X 90 MICRAS COLOR,1
ItemName,LAMINA PEBD 32.5 CM X 90 MC BLANCA/NEGRO LECHE PROALIM 900 ML NARANJA,1
ItemName,LAMINA PEBD  72 CM X 55 UM TRANSPARENTE SIN IMPRESION,1
ItemName,LAMINA PEBD 71 CM X 30 UM TRANSPARENTE,1
ItemName,LAMINA PEBD BLANCO/BLANCO 53 CM X 55 MC IMPRESION FAJILLA LA POLACA 500 ML,1
ItemName,LAMINA CAST 42 CM X 45 UM  IMPRESION CHOCHOS CON SAL NEVALL 10OG,1
ItemName,LAMINA PEBD 68 CM X 55 UM IMPRESION CASA DE LOS QUIMICOS,1
ItemName,LAMINA PEBD BLANCO/NEGRO 1020 CM X 90 UM CON EVOH SIN IMPRESION,1
ItemName,LAMINA PEBD 78 CM X 50 UM TRANSPARENTE SIN IMPRESION,1
ItemName,LAMINA PEBD 26 CM X 50 UM CHOCHO CON SAL 80 GR,1
ItemName,LAMINA PEBD  86 CM X 60 UM TRANSPARENTE 7 CAPAS SIN IMPRESIÓN,1
ItemName,LAMINA PEBD BLANCO/BLANCO 33 CM X 80 UM YOGURT DURAZNO MONTE VERDE,1
ItemName,"LAMINA PEBD 8,5 CM X 80 UM TRANSPARENTE",1
ItemName,LAMINA PEBD 8.5 CM X 80 UM REFRESCO LATINA 80 ML,1
ItemName,LAMINA PEBD BLANCO/BLANCO  32.5 CM X 80 MC  REFRESCO NARANJADA LACTOZAM 100 ML,1
ItemName,LAMINA PEBD 38 CM X 65 CM COLOR EGO,1
ItemName,"LAMINA PEBD 32,5CM X 80 UM B/N LECHE ENTERA LEVID FONDO ROJO 1 LITRO",1
ItemName,"LAMINA  PEBD 9,5 CM X 70 UM TRANSPARENTE HIELITO  DEL COTOPAXI 100-200-250-500 ML",1
ItemName,LAMINA PEBD 66 CM X 90 MC BLANCO/NEGRO CON AFFINITY SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 56 X 80 MC TRANSPARENTE  7 CAPAS,1
ItemName,"LAMINA PEBD TRANSPARENTE 33,2 CM X 21,5 CM X 55 MICRAS CON TACA IMPRESA",1
ItemName,LAMINA PEBD 74 CM X 60 MC TRANSPARENTE  SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 95 CM X 80 MC BLANCA/BLANCA  SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 59 CM X 70 UM TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD BLANCO/BLANCO 53 CM X 80 MC  SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 68 CM X 40 MC BIO TRANSPARENTE 7 CAPAS   ( PARA PRUEBA ),1
ItemName,LAMINA PEBD TRANSPARENTE 33 CM X 80 MC REFRESCO GELATINA YELI SABOR A FRESA 100 G,1
ItemName,LAMINA PEBD TRANSPARENTE 33 CM X 80 MC REFRESCO GELATINA YELI SABOR A UVA 100 G,1
ItemName,"LAMINA PEBD BLANCO/NEGRO 32,5  CM X 90 MC CHOCOPRASOL 200 ML",1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 MC SABROLACT 1 LITRO,1
ItemName,"LAMINA PEBD BLANCO/NEGRO 34,5 CM X 125 MC CLORO SANSON 300ML",1
ItemName,LAMINA PEBD BLANCO/NEGRO 71 CM X 125 MC SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 MC  PRODULECHE 1 LITRO SIN PROMOCION,1
ItemName,LAMINA PEBD 62 CM X 80 MC TRANSPARENTE 7 CAPAS,1
ItemName,LAMINA PEBD 20 CM X 80 MC  FRESCOLA SABOR A FRESA 180 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 MC  BEBIDA SABROLACT 250 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 MC  BEBIDA SABROLACT 500 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 33 CM X 80 MC BEBIDA LACTOSUERO CAMPO FINO 250 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 33 CM X 80 MC  BEBIDA LACTOSUERO 1000 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 MC PRODULECHE SIN PROMOCION 500 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 7 CAPAS  32 CM X 90 MC LECHE ENTERA  MACLECH UHT 950 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 33 CM X 80 MC  LECHE LA CAMPESINA 1000 ML Y 500 ML,1
ItemName,"LAMINA PEBD TRANSPARENTE 32,5 CM X 80 MC AGUA SIN GAS PROALIM 100-200-250 ML",1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 MC LECHE ENTERA SAN JOSE 250 ML,1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 MC LECHE ENTERA SAN JOSE 500 ML,1
ItemName,LAMINA PEBD 32.5 CM X 80 MC BLANCA/NEGRA GRAN LECHE NARANJA 250 ML,1
ItemName,LAMINA PEBD 32.5 CM X 80 MC BLANCA/NEGRA GRAN LECHE NARANJA 500 ML,1
ItemName,"LAMINA PEBD 8,4 X 24 X 80 MC BLANCO/ BLANCO AVENA LATINA",1
ItemName,LAMINA PEBD 32 CM X 95 MC BLANCA/NEGRA VIGLAC LECHE UHT 1 LITRO FONDO ROJO,1
ItemName,LAMINA PEBD BLANCO/BLANCO 54 CM X 80 MC SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD 32 CM X 95 MC BLANCA/NEGRA VIGLAC LECHE UHT 1 LITRO FONDO AZUL,1
ItemName,"LAMINA PEBD BLANCO/NEGRO 32,5 CM X 90 MC GRAN LECHE 450 ML IMPRESION NARANJA",1
ItemName,"LAMINA PEBD BLANCO/NEGRO 32,5 CM X 90 MC GRAN LECHE 225 ML  IMPRESION NARANJA",1
ItemName,LAMINA PEBD BLANCO/NEGRO 32 CM X 90 UM BEBIDA PROLECHE 1 LT. AZUL,1
ItemName,LAMINA PEBD TRANSPARENTE 33 CM X 55 MC AS VINAGRE + LIMON 90 GR,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE LA GRANJA 1 LITRO,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE LA GRANJA 500 ML,1
ItemName,LAMINA PEBD BLANCO / BLANCO 59 CM X 70 MC  7 CAPAS SIN IMPRESION,1
ItemName,LAMINA PEBD TRANSPARENTE 33 CM X 55 MC  AS  LIMON + VINAGRE 180 GR,1
ItemName,LAMINA PEBD TRANSPARENTE 39 CM X 55 MC  AS  LIMON + VINAGRE 375 GR,1
ItemName,LAMINA PEBD BLANCO / BLANCO 8 CM X 70 MC YOGURT LA VICTORIA FRESA 50 -100 GR,1
ItemName,LAMINA PEBD BLANCO / BLANCO 8  CM X 70 MC YOGURT LA VICTORIA MORA 50 -100 GR,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE ENTERA PROLECHE 1 LITRO,1
ItemName,LAMINA PEBD 53 CM X 40 MC  TRANSPARENTE SIN IMPRESIÓN 7 CAPAS,1
ItemName,LAMINA PEBD QUESO CHIBULAC 700 GR 53 CM X 40 MC,1
ItemName,LAMINA PEBD TRANSPARENTE 32 CM X 80 MC REFRESCO ZAM SABOR A FRESA 180 ML,1
ItemName,"LAMINA PEBD BLANCO / BLANCO 32, 7 CM X 95 MC  MANTECA FRICA 600 G.",1
ItemName,LAMINA PEBD BLANCO / NEGRO 33 CM X 80 MC LECHE ENTERA CAMPO FINO 250 ML,1
ItemName,LAMINA PEBD BLANCO / NEGRO 33 CM X 80 MC LECHE ENTERA CAMPO FINO 500 ML,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE MACLECH FONDO NARANJA,1
ItemName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 0, 50  300ML",1
ItemName,"LAMINA PEBD BLANCO / NEGRO 32,5 CM X 80 MC LECHE LA AVELINA 250 ML",1
ItemName,LAMINA PEBD 100 CM X 60 MC TRANSPARENTE,1
ItemName,LAMINA PEBD 24 CM X 60 MC  IMPRESION AGUA OKA 620 ML,1
ItemName,LAMINA PEBD 24 CM X 60 MC IMPRESION AGUA EVEREST 625 ML,1
ItemName,"LAMINA PEBD TERMOENCOGIBLE 54,5 CM  DE ANCHO X 65 MC",1
ItemName,LAMINA PEBD BLANCO /NEGRO  32 CM  X 90 MC  LECHE ENTERA LA VAQUERA 1000 ml,1
ItemName,LAMINA PEBD BLANCO/BLANCO  9 CM X 80 MICRAS YOGURITO MARIBELLA SABORES 40 GR,1
ItemName,LAMINA PEBD TRANSPARENTE 9 CM  X 80 MICRAS 0.0 MARIBELLA SABORES YOG 40GR,1
ItemName,LAMINA PEBD TRANSPARENTE 9 CM  X 80 MICRAS 2.0 MARIBELLA SABORES YOG 70ML,1
ItemName,LAMINA PEBD BLANCO /NEGRO 32 CM X 85 MICRAS MACLECH NARANJA 240 ML,1
ItemName,LAMINA PEBD BLANCO /NEGRO 32 CM X 85 MICRAS MACLECH ROJO  240 ML,1
ItemName,"LAMINA PEBD 8, 5 CM X 80 MC GELATINA BONNARIS 50 ML",1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE MACLECH 950 ML  NAVIDEÑA,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE ENTERA SABROLACT 1 LITRO,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE ENTERA SABROLACT 500 ML,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE ENTERA SABROLACT 250 ML,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE ENTERA TANILECH AZUL  250 ML,1
ItemName,LAMINA PEBD BLANCO / NEGRO 67 CM X 85 MC 7 CAPAS CON AFFNITY,1
ItemName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE EL CORTIJO 1000 ML,1
ItemName,LAMINA PEBD TRANSPARENTE 32 CM X 80 MC REFRESCO  NICOL’ S SABOR A FRESA 180 ML,1
ItemName,LAMINA PEBD TRANSPARENTE 32 CM X 80 MC REFRESCO  NICOL’ S SABOR A MANZANA 180 ML,1
ItemName,"LAMINA PEBD TRANSPARENTE 32, 5 CM X 70 MC  RICO LOCKIS FRESA Y PIÑA 80 ML",1
ItemName,LAMINA PEBD 67 CM X 70 MC TRANSPARENTE 7 CAPAS,1
ItemName,"LAMINA PEBD 32,7 CM X 95 MC AMAR/BLAN PALMA DE ORO  $ 0. 50  280 ML  SIERRA",1
ItemName,"LAMINA PEBD 32,7 CM X 95 MC AMAR/BLAN  PALMA DE ORO  $ 0. 25  140 ML   SIERRA",1
ItemName,"LAMINA PEBD 32,7 CM X 95 MC AMAR/BLAN PALMA DE ORO  $ 1,00   560 ML   SIERRA",1
ItemName,"LAMINA PEBD BLANCO / NEGRO 32, 5 CM X 80 MC  LECHE FROSSLAC 1 LITRO",1
